id,name,location,href,company,gbfs_href,system,source,ebikes,license,scooters,instances,latitude,longitude,country
buga,BUGA,"{'latitude': 40.6388, 'longitude': -8.6479, 'city': 'Aveiro', 'country': 'PT'}",/v2/networks/buga,"['SOLTRÁFEGO, SA']",,Soltrafego,,,,,,40.6388,-8.6479,PT
burgenland-neusiedler-see,Burgenland,"{'latitude': 47.839, 'longitude': 16.761, 'city': 'Neusiedler See', 'country': 'AT'}",/v2/networks/burgenland-neusiedler-see,['Nextbike GmbH'],,Nextbike,,,,,,47.839,16.761,AT
bysykkel-lillestrom,Bysykkel,"{'latitude': 59.9559696, 'longitude': 11.0503785, 'city': 'Lillestrøm', 'country': 'NO'}",/v2/networks/bysykkel-lillestrom,['JCDecaux'],,Cyclocity,https://developer.jcdecaux.com,,"{'name': 'Open Licence', 'url': 'https://developer.jcdecaux.com/#/opendata/licence'}",,,59.9559696,11.0503785,NO
c-velo,C.vélo,"{'latitude': 45.7831, 'longitude': 3.0824, 'city': 'Clermont-Ferrand', 'country': 'FR'}",/v2/networks/c-velo,"['CityBike France', 'PBSC Urban Solutions']",https://clermontferrand.publicbikesystem.net/customer/ube/gbfs/v1/,,,,,,,45.7831,3.0824,FR
cagliari,Cagliari,"{'latitude': 39.220817, 'longitude': 9.121399, 'city': 'Cagliari', 'country': 'IT'}",/v2/networks/cagliari,['Comunicare S.r.l.'],,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=177,,,,,39.220817,9.121399,IT
callabike-berlin,Call-A-Bike,"{'latitude': 52.5179, 'longitude': 13.3895, 'city': 'Berlin', 'country': 'DE'}",/v2/networks/callabike-berlin,['Deutsche Bahn AG'],https://apis.deutschebahn.com/db-api-marketplace/apis/shared-mobility-gbfs/v2/de/CallABike/gbfs,deutschebahn,,,,,,52.5179,13.3895,DE
callabike-darmstadt,Call-A-Bike,"{'latitude': 49.8707135, 'longitude': 8.6527299, 'city': 'Darmstadt', 'country': 'DE'}",/v2/networks/callabike-darmstadt,['Deutsche Bahn AG'],https://apis.deutschebahn.com/db-api-marketplace/apis/shared-mobility-gbfs/v2/de/CallABike/gbfs,deutschebahn,,,,,,49.8707135,8.6527299,DE
callabike-frankfurt,Call-A-Bike,"{'latitude': 50.1109, 'longitude': 8.6795, 'city': 'Frankfurt', 'country': 'DE'}",/v2/networks/callabike-frankfurt,['Deutsche Bahn AG'],https://apis.deutschebahn.com/db-api-marketplace/apis/shared-mobility-gbfs/v2/de/CallABike/gbfs,deutschebahn,,,,,,50.1109,8.6795,DE
callabike-koln,Call-A-Bike,"{'latitude': 50.939, 'longitude': 6.9595, 'city': 'Köln', 'country': 'DE'}",/v2/networks/callabike-koln,['Deutsche Bahn AG'],https://apis.deutschebahn.com/db-api-marketplace/apis/shared-mobility-gbfs/v2/de/CallABike/gbfs,deutschebahn,,,,,,50.939,6.9595,DE
callabike-munchen,Call-A-Bike,"{'latitude': 48.1375, 'longitude': 11.5759, 'city': 'München', 'country': 'DE'}",/v2/networks/callabike-munchen,['Deutsche Bahn AG'],https://apis.deutschebahn.com/db-api-marketplace/apis/shared-mobility-gbfs/v2/de/CallABike/gbfs,deutschebahn,,,,,,48.1375,11.5759,DE
capital-bikeshare,Capital BikeShare,"{'latitude': 38.8967584, 'longitude': -77.03701629999999, 'city': 'Washington, DC', 'country': 'US'}",/v2/networks/capital-bikeshare,"['Motivate International, Inc.', 'PBSC Urban Solutions']",https://gbfs.capitalbikeshare.com/gbfs/gbfs.json,,,True,,,,38.8967584,-77.03701629999999,US
capmetro-austin,CapMetro Bikeshare,"{'latitude': 30.26408, 'longitude': -97.74355, 'city': 'Austin, TX', 'country': 'US'}",/v2/networks/capmetro-austin,"['CapMetro', 'City of Austin']",https://austin.publicbikesystem.net/customer/gbfs/v2/gbfs.json,,,,,,,30.26408,-97.74355,US
carbonia,Carbonia,"{'latitude': 39.167222, 'longitude': 8.522222, 'city': 'Carbonia', 'country': 'IT'}",/v2/networks/carbonia,['Comunicare S.r.l.'],,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=173,,,,,39.167222,8.522222,IT
carvelo,carvelo eCargo-Bike Sharing,"{'latitude': 46.9829, 'longitude': 8.2331, 'city': 'Switzerland', 'country': 'CH'}",/v2/networks/carvelo,"['Mobilitätsakademie AG', 'Touring Club Switzerland (TCS)']",https://gbfs.prod.sharedmobility.ch/v2/gbfs/carvelo2go/gbfs,,https://github.com/SFOE/sharedmobility/blob/main/Access%20the%20data.md,,"{'name': 'Open Use', 'url': 'https://opendata.swiss/en/dataset/standorte-und-verfugbarkeit-von-shared-mobility-angeboten'}",,,46.9829,8.2331,CH
cascavel,Cascavel Vai de Bici,"{'latitude': -24.9558, 'longitude': -53.4566, 'city': 'Cascavel', 'country': 'BR'}",/v2/networks/cascavel,['Mobhis Automação Urbana'],,Mobhis,,,,,,-24.9558,-53.4566,BR
cassano-d-adda,Cassano d'Adda,"{'latitude': 45.5309616, 'longitude': 9.5155813, 'city': ""Cassano d'Adda"", 'country': 'IT'}",/v2/networks/cassano-d-adda,['Comunicare S.r.l.'],,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=143,,,,,45.5309616,9.5155813,IT
castellucchio,Castellucchio,"{'latitude': 45.15047821582959, 'longitude': 10.651202201843262, 'city': 'Castellucchio', 'country': 'IT'}",/v2/networks/castellucchio,['Comunicare S.r.l.'],,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=161,,,,,45.15047821582959,10.651202201843262,IT
chantrerie-captainbike,Chantrerie VLS (Captain Bike),"{'latitude': 47.2868203, 'longitude': -1.5210917, 'city': 'La Chantrerie, Nantes', 'country': 'FR'}",/v2/networks/chantrerie-captainbike,['Ecovelo'],https://api.gbfs.ecovelo.mobi/chantrerie/gbfs.json,Ecovelo,,True,,True,,47.2868203,-1.5210917,FR
charlotte,Charlotte Joyrides,"{'latitude': 35.22716, 'longitude': -80.83855, 'city': 'Charlotte, NC', 'country': 'US'}",/v2/networks/charlotte,"['BCycle, LLC']",https://gbfs.bcycle.com/bcycle_charlotte/gbfs.json,BCycle,,,,,,35.22716,-80.83855,US
chartered-bike-bhopal,Chartered Bike,"{'latitude': 23.258546, 'longitude': 77.401851, 'city': 'Bhopal', 'country': 'IN'}",/v2/networks/chartered-bike-bhopal,['CHARTERED BIKE PRIVATE LIMITED'],,Chartered Bike,,,,,,23.258546,77.401851,IN
chartered-bike-bilaspur,Chartered Bike,"{'latitude': 22.07834, 'longitude': 82.14768, 'city': 'Bilaspur', 'country': 'IN'}",/v2/networks/chartered-bike-bilaspur,['CHARTERED BIKE PRIVATE LIMITED'],,Chartered Bike,,,,,,22.07834,82.14768,IN
chartered-bike-moradabad,Chartered Bike,"{'latitude': 28.83263, 'longitude': 78.77346, 'city': 'Moradabad', 'country': 'IN'}",/v2/networks/chartered-bike-moradabad,['CHARTERED BIKE PRIVATE LIMITED'],,Chartered Bike,,,,,,28.83263,78.77346,IN
chartered-bike-prayagraj,Chartered Bike,"{'latitude': 25.43802, 'longitude': 81.83383, 'city': 'Prayagraj', 'country': 'IN'}",/v2/networks/chartered-bike-prayagraj,['CHARTERED BIKE PRIVATE LIMITED'],,Chartered Bike,,,,,,25.43802,81.83383,IN
chartered-bike-rajarhat-new-town,Chartered Bike,"{'latitude': 22.58797, 'longitude': 88.4731, 'city': 'Rajarhat New Town', 'country': 'IN'}",/v2/networks/chartered-bike-rajarhat-new-town,['CHARTERED BIKE PRIVATE LIMITED'],,Chartered Bike,,,,,,22.58797,88.4731,IN
chartered-bike-ranchi,Chartered Bike,"{'latitude': 23.37005, 'longitude': 85.325004, 'city': 'Ranchi', 'country': 'IN'}",/v2/networks/chartered-bike-ranchi,['CHARTERED BIKE PRIVATE LIMITED'],,Chartered Bike,,,,,,23.37005,85.325004,IN
chartered-bike-srinagar,Chartered Bike,"{'latitude': 34.07471, 'longitude': 74.82044, 'city': 'Srinagar', 'country': 'IN'}",/v2/networks/chartered-bike-srinagar,['CHARTERED BIKE PRIVATE LIMITED'],,Chartered Bike,,,,,,34.07471,74.82044,IN
chartered-bike-surat,Chartered Bike,"{'latitude': 21.18626, 'longitude': 72.80798, 'city': 'Surat', 'country': 'IN'}",/v2/networks/chartered-bike-surat,['CHARTERED BIKE PRIVATE LIMITED'],,Chartered Bike,,,,,,21.18626,72.80798,IN
chivasso,Chivasso,"{'latitude': 45.189765, 'longitude': 7.888935, 'city': 'Chivasso', 'country': 'IT'}",/v2/networks/chivasso,['Comunicare S.r.l.'],,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=201,,,,,45.189765,7.888935,IT
choletbus,Choletbus 2 roues,"{'latitude': 47.06, 'longitude': -0.8783, 'city': 'Cholet', 'country': 'FR'}",/v2/networks/choletbus,['Ecovelo'],https://api.gbfs.ecovelo.mobi/choletbus/gbfs.json,Ecovelo,,True,,,,47.06,-0.8783,FR
ciclopi,Ciclopi,"{'latitude': 43.7228386, 'longitude': 10.4016888, 'city': 'Pisa', 'country': 'IT'}",/v2/networks/ciclopi,['Comunicare S.r.l.'],,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=144,,,,,43.7228386,10.4016888,IT
cincy-red-bike,Cincy Red Bike,"{'latitude': 39.10138, 'longitude': -84.51217, 'city': 'Cincinnati, OH', 'country': 'US'}",/v2/networks/cincy-red-bike,"['BCycle, LLC']",https://gbfs.bcycle.com/bcycle_cincyredbike/gbfs.json,BCycle,,,,,,39.10138,-84.51217,US
citi-bike-miami,Citi Bike Miami,"{'latitude': 25.790654, 'longitude': -80.1300455, 'city': 'Miami, FL', 'country': 'US'}",/v2/networks/citi-bike-miami,['DecoBike LLC'],,DecoBike,,,,,,25.790654,-80.1300455,US
citi-bike-nyc,Citi Bike,"{'latitude': 40.7143528, 'longitude': -74.00597309999999, 'city': 'New York, NY', 'country': 'US'}",/v2/networks/citi-bike-nyc,"['NYC Bike Share, LLC', 'Motivate International, Inc.', 'PBSC Urban Solutions']",https://gbfs.citibikenyc.com/gbfs/gbfs.json,,,True,,,,40.7143528,-74.00597309999999,US
citybike-lima,CityBike Lima,"{'latitude': -12.1209, 'longitude': -77.0296, 'city': 'Lima', 'country': 'PE'}",/v2/networks/citybike-lima,"['CityBike Miraflores S.A.C.', 'CityBike San Isidro S.A.C', 'Fifteen', 'Moventia']",,,,,,,,-12.1209,-77.0296,PE
citybikelinz,city bike Linz,"{'latitude': 48.3003, 'longitude': 14.2843, 'city': 'Linz', 'country': 'AT'}",/v2/networks/citybikelinz,['Nextbike GmbH'],,Nextbike,,,,,,48.3003,14.2843,AT
citybikes-helsinki,City bikes,"{'latitude': 60.16985569999999, 'longitude': 24.938379, 'city': 'Helsinki', 'country': 'FI'}",/v2/networks/citybikes-helsinki,"['Helsinki City Transport', 'Helsinki Regional Transport', 'CityBikeFinland', 'Smoove SAS', 'Moventia', 'Alepa']",,OTP,,,,,,60.16985569999999,24.938379,FI
civitavecchia,Civitavecchia,"{'latitude': 42.0937524, 'longitude': 11.7922462, 'city': 'Civitavecchia', 'country': 'IT'}",/v2/networks/civitavecchia,['Comunicare S.r.l.'],,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=127,,,,,42.0937524,11.7922462,IT
clemson,Clemson University Bike Share,"{'latitude': 34.67847, 'longitude': -82.8351, 'city': 'Clemson, SC', 'country': 'US'}",/v2/networks/clemson,"['BCycle, LLC']",https://gbfs.bcycle.com/bcycle_clemson/gbfs.json,BCycle,,,,,,34.67847,-82.8351,US
clujbike,Cluj Bike,"{'latitude': 46.775, 'longitude': 23.5975, 'city': 'Cluj-Napoca', 'country': 'RO'}",/v2/networks/clujbike,['Municipiul Cluj-Napoca'],,Clujbike,,,,,,46.775,23.5975,RO
co-bikes-exeter,Co-bikes,"{'latitude': 50.7272, 'longitude': -3.53605, 'city': 'Exeter', 'country': 'GB'}",/v2/networks/co-bikes-exeter,['Nextbike GmbH'],,,,,,,,50.7272,-3.53605,GB
cogo,CoGo,"{'latitude': 39.983333, 'longitude': -82.983333, 'city': 'Columbus, OH', 'country': 'US'}",/v2/networks/cogo,"['Motivate International, Inc.', 'PBSC Urban Solutions']",https://gbfs.cogobikeshare.com/gbfs/gbfs.json,,,True,,,,39.983333,-82.983333,US
cork,TFI Bikes,"{'latitude': 51.893604, 'longitude': -8.494174, 'city': 'Cork', 'country': 'IE'}",/v2/networks/cork,['The National Transport Authority'],,TFI Bikes,,,,,,51.893604,-8.494174,IE
cuneo,Cuneo,"{'latitude': 44.384238, 'longitude': 7.541428, 'city': 'Cuneo', 'country': 'IT'}",/v2/networks/cuneo,['Comunicare S.r.l.'],,Bicincittà,https://www.bicincitta.com/frmLeStazioni.aspx?ID=39,,,,,44.384238,7.541428,IT
cyclam,Cycl’AM,"{'latitude': 49.7719, 'longitude': 4.7161, 'city': 'Ardenne Métropole', 'country': 'FR'}",/v2/networks/cyclam,['Ecovelo'],https://api.gbfs.ecovelo.mobi/cyclam/gbfs.json,Ecovelo,,True,,,,49.7719,4.7161,FR
cyclolibre,CYCLOlibre,"{'latitude': 43.2127, 'longitude': 2.3492, 'city': 'Carcassonne', 'country': 'FR'}",/v2/networks/cyclolibre,['Ecovelo'],https://api.gbfs.ecovelo.mobi/cyclolibre/gbfs.json,Ecovelo,,True,,,,43.2127,2.3492,FR
cyclopolis-aua,Γεωπονικό Πανεπιστήμιο Αθηνών (Agricultural University of Athens),"{'latitude': 37.9846, 'longitude': 23.7056, 'city': 'Athens', 'country': 'GR'}",/v2/networks/cyclopolis-aua,['Cyclopolis Systems'],,Cyclopolis,,,,,,37.9846,23.7056,GR
cyclopolis-chania,Cyclopolis,"{'latitude': 35.5148425, 'longitude': 24.0177549, 'city': 'Chania', 'country': 'GR'}",/v2/networks/cyclopolis-chania,['Cyclopolis Systems'],,Cyclopolis,,,,,,35.5148425,24.0177549,GR
cyclopolis-edessa,Cyclopolis,"{'latitude': 40.8033168, 'longitude': 22.0436732, 'city': 'Edessa', 'country': 'GR'}",/v2/networks/cyclopolis-edessa,['Cyclopolis Systems'],,Cyclopolis,,,,,,40.8033168,22.0436732,GR
cyclopolis-igoumenitsa,Cyclopolis,"{'latitude': 39.5031199, 'longitude': 20.2639271, 'city': 'Igoumenitsa', 'country': 'GR'}",/v2/networks/cyclopolis-igoumenitsa,['Cyclopolis Systems'],,Cyclopolis,,,,,,39.5031199,20.2639271,GR
cyclopolis-loutraki,Cyclopolis,"{'latitude': 37.9782137, 'longitude': 22.9767486, 'city': 'Loutraki', 'country': 'GR'}",/v2/networks/cyclopolis-loutraki,['Cyclopolis Systems'],,Cyclopolis,,,,,,37.9782137,22.9767486,GR
cyclopolis-poros,Cyclopolis,"{'latitude': 37.4995, 'longitude': 23.4546, 'city': 'Poros', 'country': 'GR'}",/v2/networks/cyclopolis-poros,['Cyclopolis Systems'],,Cyclopolis,,,,,,37.4995,23.4546,GR
cyclovis,Cyclovis,"{'latitude': 49.3817, 'longitude': 3.3236, 'city': 'Soissons', 'country': 'FR'}",/v2/networks/cyclovis,['Ecovelo'],https://api.gbfs.ecovelo.mobi/cyclovis/gbfs.json,Ecovelo,,True,,,,49.3817,3.3236,FR
cykl,Cykl,"{'latitude': 51.974, 'longitude': 5.6671, 'city': 'Wageningen', 'country': 'NL'}",/v2/networks/cykl,['Open Source Bike Share'],,OpenSourceBikeShare,,,,,,51.974,5.6671,NL
dbizi,Dbizi,"{'latitude': 43.3186, 'longitude': -1.9836, 'city': 'Donostia/San Sebastián', 'country': 'ES'}",/v2/networks/dbizi,"['UTE BIZISS', 'Movilidad Urbana Sostenible SLU', 'URBASER, S.A.', 'AENOR INTERNACIONAL S.A.', 'PBSC Urban Solutions']",https://sansebastian.publicbikesystem.net/customer/gbfs/v2/gbfs.json,,,,,,,43.3186,-1.9836,ES
dcs-bike,DCS Bike,"{'latitude': 49.5346, 'longitude': 8.47004, 'city': 'Mannheim', 'country': 'DE'}",/v2/networks/dcs-bike,['Nextbike GmbH'],,Nextbike,,,,,,49.5346,8.47004,DE
denver,Lyft,"{'latitude': 39.72055, 'longitude': -104.95253, 'city': 'Denver, CO', 'country': 'US'}",/v2/networks/denver,['Lyft Inc.'],https://s3.amazonaws.com/lyft-lastmile-production-iad/lbs/den/gbfs.json,,,,,,,39.72055,-104.95253,US
desmoines,Des Moines BCycle,"{'latitude': 41.6005448, 'longitude': -93.6091064, 'city': 'Des Moines, IA', 'country': 'US'}",/v2/networks/desmoines,"['BCycle, LLC']",https://gbfs.bcycle.com/bcycle_desmoines/gbfs.json,BCycle,,,,,,41.6005448,-93.6091064,US
divia-velodi,DiviaVélodi,"{'latitude': 47.3215806, 'longitude': 5.0414701, 'city': 'Dijon', 'country': 'FR'}",/v2/networks/divia-velodi,['Cykleo SAS'],,Cykleo,,,,,,47.3215806,5.0414701,FR
divvy,Divvy,"{'latitude': 41.8781136, 'longitude': -87.6297982, 'city': 'Chicago, IL', 'country': 'US'}",/v2/networks/divvy,"['Motivate International, Inc.', 'PBSC Urban Solutions']",https://gbfs.divvybikes.com/gbfs/gbfs.json,,,True,,,,41.8781136,-87.6297982,US
docomo-cycle-aichi,Docomo Bike Share Aichi,"{'latitude': 35.1835, 'longitude': 136.904, 'city': '愛知県 (Aichi)', 'country': 'JP'}",/v2/networks/docomo-cycle-aichi,"['DOCOMO BIKE SHARE, INC.']",https://api-public.odpt.org/api/v4/gbfs/docomo-cycle/gbfs.json,,https://ckan.odpt.org/en/dataset/c_bikeshare_gbfs-d-nationwide-bikeshare,,"{'name': 'Creative Commons Attribution 4.0 International (CC BY 4.0)', 'url': 'https://creativecommons.org/licenses/by/4.0/'}",,,35.1835,136.904,JP
docomo-cycle-fukui,Docomo Bike Share Fukui,"{'latitude': 36.0665, 'longitude': 136.2138, 'city': '福井県 (Fukui)', 'country': 'JP'}",/v2/networks/docomo-cycle-fukui,"['DOCOMO BIKE SHARE, INC.']",https://api-public.odpt.org/api/v4/gbfs/docomo-cycle/gbfs.json,,https://ckan.odpt.org/en/dataset/c_bikeshare_gbfs-d-nationwide-bikeshare,,"{'name': 'Creative Commons Attribution 4.0 International (CC BY 4.0)', 'url': 'https://creativecommons.org/licenses/by/4.0/'}",,,36.0665,136.2138,JP
docomo-cycle-gifu,Docomo Bike Share Gifu,"{'latitude': 35.4512, 'longitude': 137.02627, 'city': '岐阜県 (Gifu)', 'country': 'JP'}",/v2/networks/docomo-cycle-gifu,"['DOCOMO BIKE SHARE, INC.']",https://api-public.odpt.org/api/v4/gbfs/docomo-cycle/gbfs.json,,https://ckan.odpt.org/en/dataset/c_bikeshare_gbfs-d-nationwide-bikeshare,,"{'name': 'Creative Commons Attribution 4.0 International (CC BY 4.0)', 'url': 'https://creativecommons.org/licenses/by/4.0/'}",,,35.4512,137.02627,JP
docomo-cycle-hiroshima,Docomo Bike Share Hiroshima,"{'latitude': 34.3904, 'longitude': 132.4527, 'city': '広島県 (Hiroshima)', 'country': 'JP'}",/v2/networks/docomo-cycle-hiroshima,"['DOCOMO BIKE SHARE, INC.']",https://api-public.odpt.org/api/v4/gbfs/docomo-cycle/gbfs.json,,https://ckan.odpt.org/en/dataset/c_bikeshare_gbfs-d-nationwide-bikeshare,,"{'name': 'Creative Commons Attribution 4.0 International (CC BY 4.0)', 'url': 'https://creativecommons.org/licenses/by/4.0/'}",,,34.3904,132.4527,JP
docomo-cycle-hyogo,Docomo Bike Share Hyōgo,"{'latitude': 34.8147, 'longitude': 134.689, 'city': '兵庫県 (Hyōgo)', 'country': 'JP'}",/v2/networks/docomo-cycle-hyogo,"['DOCOMO BIKE SHARE, INC.']",https://api-public.odpt.org/api/v4/gbfs/docomo-cycle/gbfs.json,,https://ckan.odpt.org/en/dataset/c_bikeshare_gbfs-d-nationwide-bikeshare,,"{'name': 'Creative Commons Attribution 4.0 International (CC BY 4.0)', 'url': 'https://creativecommons.org/licenses/by/4.0/'}",,,34.8147,134.689,JP
docomo-cycle-ibaraki,Docomo Bike Share Ibaraki,"{'latitude': 36.3732, 'longitude': 140.2549, 'city': '茨城県 (Ibaraki)', 'country': 'JP'}",/v2/networks/docomo-cycle-ibaraki,"['DOCOMO BIKE SHARE, INC.']",https://api-public.odpt.org/api/v4/gbfs/docomo-cycle/gbfs.json,,https://ckan.odpt.org/en/dataset/c_bikeshare_gbfs-d-nationwide-bikeshare,,"{'name': 'Creative Commons Attribution 4.0 International (CC BY 4.0)', 'url': 'https://creativecommons.org/licenses/by/4.0/'}",,,36.3732,140.2549,JP
docomo-cycle-ishikawa,Docomo Bike Share Ishikawa,"{'latitude': 36.5594, 'longitude': 136.658, 'city': '石川県 (Ishikawa)', 'country': 'JP'}",/v2/networks/docomo-cycle-ishikawa,"['DOCOMO BIKE SHARE, INC.']",https://api-public.odpt.org/api/v4/gbfs/docomo-cycle/gbfs.json,,https://ckan.odpt.org/en/dataset/c_bikeshare_gbfs-d-nationwide-bikeshare,,"{'name': 'Creative Commons Attribution 4.0 International (CC BY 4.0)', 'url': 'https://creativecommons.org/licenses/by/4.0/'}",,,36.5594,136.658,JP
docomo-cycle-kagoshima,Docomo Bike Share Kagoshima,"{'latitude': 31.588, 'longitude': 130.5547, 'city': '鹿児島県 (Kagoshima)', 'country': 'JP'}",/v2/networks/docomo-cycle-kagoshima,"['DOCOMO BIKE SHARE, INC.']",https://api-public.odpt.org/api/v4/gbfs/docomo-cycle/gbfs.json,,https://ckan.odpt.org/en/dataset/c_bikeshare_gbfs-d-nationwide-bikeshare,,"{'name': 'Creative Commons Attribution 4.0 International (CC BY 4.0)', 'url': 'https://creativecommons.org/licenses/by/4.0/'}",,,31.588,130.5547,JP
docomo-cycle-kanagawa,Docomo Bike Share Kanagawa,"{'latitude': 35.4504, 'longitude': 139.625, 'city': '神奈川県 (Kanagawa)', 'country': 'JP'}",/v2/networks/docomo-cycle-kanagawa,"['DOCOMO BIKE SHARE, INC.']",https://api-public.odpt.org/api/v4/gbfs/docomo-cycle/gbfs.json,,https://ckan.odpt.org/en/dataset/c_bikeshare_gbfs-d-nationwide-bikeshare,,"{'name': 'Creative Commons Attribution 4.0 International (CC BY 4.0)', 'url': 'https://creativecommons.org/licenses/by/4.0/'}",,,35.4504,139.625,JP
docomo-cycle-kyoto,Docomo Bike Share Kyoto,"{'latitude': 35.0001, 'longitude': 135.7587, 'city': '京都府 (Kyoto)', 'country': 'JP'}",/v2/networks/docomo-cycle-kyoto,"['DOCOMO BIKE SHARE, INC.']",https://api-public.odpt.org/api/v4/gbfs/docomo-cycle/gbfs.json,,https://ckan.odpt.org/en/dataset/c_bikeshare_gbfs-d-nationwide-bikeshare,,"{'name': 'Creative Commons Attribution 4.0 International (CC BY 4.0)', 'url': 'https://creativecommons.org/licenses/by/4.0/'}",,,35.0001,135.7587,JP
docomo-cycle-miyagi,Docomo Bike Share Miyagi,"{'latitude': 38.2607, 'longitude': 140.8814, 'city': '茨城県 (Miyagi)', 'country': 'JP'}",/v2/networks/docomo-cycle-miyagi,"['DOCOMO BIKE SHARE, INC.']",https://api-public.odpt.org/api/v4/gbfs/docomo-cycle/gbfs.json,,https://ckan.odpt.org/en/dataset/c_bikeshare_gbfs-d-nationwide-bikeshare,,"{'name': 'Creative Commons Attribution 4.0 International (CC BY 4.0)', 'url': 'https://creativecommons.org/licenses/by/4.0/'}",,,38.2607,140.8814,JP
docomo-cycle-nara,Docomo Bike Share Nara,"{'latitude': 34.6839, 'longitude': 135.8087, 'city': '奈良県 (Nara)', 'country': 'JP'}",/v2/networks/docomo-cycle-nara,"['DOCOMO BIKE SHARE, INC.']",https://api-public.odpt.org/api/v4/gbfs/docomo-cycle/gbfs.json,,https://ckan.odpt.org/en/dataset/c_bikeshare_gbfs-d-nationwide-bikeshare,,"{'name': 'Creative Commons Attribution 4.0 International (CC BY 4.0)', 'url': 'https://creativecommons.org/licenses/by/4.0/'}",,,34.6839,135.8087,JP
docomo-cycle-niigata,Docomo Bike Share Niigata,"{'latitude': 37.9186, 'longitude': 139.0488, 'city': '新潟県 (Niigata)', 'country': 'JP'}",/v2/networks/docomo-cycle-niigata,"['DOCOMO BIKE SHARE, INC.']",https://api-public.odpt.org/api/v4/gbfs/docomo-cycle/gbfs.json,,https://ckan.odpt.org/en/dataset/c_bikeshare_gbfs-d-nationwide-bikeshare,,"{'name': 'Creative Commons Attribution 4.0 International (CC BY 4.0)', 'url': 'https://creativecommons.org/licenses/by/4.0/'}",,,37.9186,139.0488,JP
docomo-cycle-oita,Docomo Bike Share Ōita,"{'latitude': 33.2393, 'longitude': 131.6124, 'city': '大分県 (Ōita)', 'country': 'JP'}",/v2/networks/docomo-cycle-oita,"['DOCOMO BIKE SHARE, INC.']",https://api-public.odpt.org/api/v4/gbfs/docomo-cycle/gbfs.json,,https://ckan.odpt.org/en/dataset/c_bikeshare_gbfs-d-nationwide-bikeshare,,"{'name': 'Creative Commons Attribution 4.0 International (CC BY 4.0)', 'url': 'https://creativecommons.org/licenses/by/4.0/'}",,,33.2393,131.6124,JP
docomo-cycle-okayama,Docomo Bike Share Okayama,"{'latitude': 34.603, 'longitude': 133.765, 'city': '岡山県 (Okayama)', 'country': 'JP'}",/v2/networks/docomo-cycle-okayama,"['DOCOMO BIKE SHARE, INC.']",https://api-public.odpt.org/api/v4/gbfs/docomo-cycle/gbfs.json,,https://ckan.odpt.org/en/dataset/c_bikeshare_gbfs-d-nationwide-bikeshare,,"{'name': 'Creative Commons Attribution 4.0 International (CC BY 4.0)', 'url': 'https://creativecommons.org/licenses/by/4.0/'}",,,34.603,133.765,JP
docomo-cycle-okinawa,Docomo Bike Share Okinawa,"{'latitude': 26.2097, 'longitude': 127.6841, 'city': '沖縄県 (Okinawa)', 'country': 'JP'}",/v2/networks/docomo-cycle-okinawa,"['DOCOMO BIKE SHARE, INC.']",https://api-public.odpt.org/api/v4/gbfs/docomo-cycle/gbfs.json,,https://ckan.odpt.org/en/dataset/c_bikeshare_gbfs-d-nationwide-bikeshare,,"{'name': 'Creative Commons Attribution 4.0 International (CC BY 4.0)', 'url': 'https://creativecommons.org/licenses/by/4.0/'}",,,26.2097,127.6841,JP
docomo-cycle-osaka,Docomo Bike Share Osaka,"{'latitude': 34.693, 'longitude': 135.5028, 'city': '大阪府 (Osaka)', 'country': 'JP'}",/v2/networks/docomo-cycle-osaka,"['DOCOMO BIKE SHARE, INC.']",https://api-public.odpt.org/api/v4/gbfs/docomo-cycle/gbfs.json,,https://ckan.odpt.org/en/dataset/c_bikeshare_gbfs-d-nationwide-bikeshare,,"{'name': 'Creative Commons Attribution 4.0 International (CC BY 4.0)', 'url': 'https://creativecommons.org/licenses/by/4.0/'}",,,34.693,135.5028,JP
docomo-cycle-shiga,Docomo Bike Share Shiga,"{'latitude': 35.0378, 'longitude': 135.9801, 'city': '滋賀県 (Shiga)', 'country': 'JP'}",/v2/networks/docomo-cycle-shiga,"['DOCOMO BIKE SHARE, INC.']",https://api-public.odpt.org/api/v4/gbfs/docomo-cycle/gbfs.json,,https://ckan.odpt.org/en/dataset/c_bikeshare_gbfs-d-nationwide-bikeshare,,"{'name': 'Creative Commons Attribution 4.0 International (CC BY 4.0)', 'url': 'https://creativecommons.org/licenses/by/4.0/'}",,,35.0378,135.9801,JP
